Period,Decile,Gender,Agegroup,Life_Expectancy
2016-2018,1,Female,55-59   ,26.36
2016-2018,1,Female,60-64   ,22.2
2016-2018,1,Female,65-69   ,18.33
2016-2018,1,Female,70-74   ,14.74
2016-2018,1,Female,75-79   ,11.5
2016-2018,1,Female,80-84   ,8.67
2016-2018,1,Female,85-89   ,6.26
2016-2018,1,Female,90+     ,4.42
2016-2018,2,Male,<1      ,76.15
2016-2018,2,Male,1-4,75.53
2016-2018,2,Male,5-9,71.59
2016-2018,2,Male,10-14,66.62
2016-2018,2,Male,15-19   ,61.66
2016-2018,2,Male,20-24   ,56.78
2016-2018,2,Male,25-29   ,51.94
2016-2018,2,Male,30-34   ,47.13
2016-2018,2,Male,35-39   ,42.37
2016-2018,2,Male,40-44   ,37.66
2016-2018,2,Male,45-49   ,33.12
2016-2018,2,Male,50-54   ,28.71
2016-2018,2,Male,55-59   ,24.48
2016-2018,2,Male,60-64   ,20.46
2016-2018,2,Male,65-69   ,16.72
2016-2018,2,Male,70-74   ,13.32
2016-2018,2,Male,75-79   ,10.27
2016-2018,2,Male,80-84   ,7.66
2016-2018,2,Male,85-89   ,5.51
2016-2018,2,Male,90+     ,3.99
2016-2018,2,Female,<1      ,80.45
2016-2018,2,Female,1-4,79.8
2016-2018,2,Female,5-9,75.85
2016-2018,2,Female,10-14,70.88
2016-2018,2,Female,15-19   ,65.92
2016-2018,2,Female,20-24   ,60.97
2016-2018,2,Female,25-29   ,56.05
2016-2018,2,Female,30-34   ,51.13
2016-2018,2,Female,35-39   ,46.25
2016-2018,2,Female,40-44   ,41.45
2016-2018,2,Female,45-49   ,36.72
2016-2018,2,Female,50-54   ,32.11
2016-2018,2,Female,55-59   ,27.63
2016-2018,2,Female,60-64   ,23.31
2016-2018,2,Female,65-69   ,19.22
2016-2018,2,Female,70-74   ,15.4
2016-2018,2,Female,75-79   ,11.92
2016-2018,2,Female,80-84   ,8.85
2016-2018,2,Female,85-89   ,6.29
2016-2018,2,Female,90+     ,4.38
2016-2018,3,Male,<1      ,77.65
2016-2018,3,Male,1-4,77.01
2016-2018,3,Male,5-9,73.06
2016-2018,3,Male,10-14,68.09
2016-2018,3,Male,15-19   ,63.12
2016-2018,3,Male,20-24   ,58.21
2016-2018,3,Male,25-29   ,53.34
2016-2018,3,Male,30-34   ,48.48
2016-2018,3,Male,35-39   ,43.68
2016-2018,3,Male,40-44   ,38.93
2016-2018,3,Male,45-49   ,34.3
2016-2018,3,Male,50-54   ,29.81
2016-2018,3,Male,55-59   ,25.47
2016-2018,3,Male,60-64   ,21.33
2016-2018,3,Male,65-69   ,17.46
2016-2018,3,Male,70-74   ,13.93
2016-2018,3,Male,75-79   ,10.68
2016-2018,3,Male,80-84   ,7.94
2016-2018,3,Male,85-89   ,5.71
2016-2018,3,Male,90+     ,4.09
2016-2018,3,Female,<1      ,81.67
2016-2018,3,Female,1-4,80.97
2016-2018,3,Female,5-9,77.02
2016-2018,3,Female,10-14,72.04
2016-2018,3,Female,15-19   ,67.07
2016-2018,3,Female,20-24   ,62.12
2016-2018,3,Female,25-29   ,57.17
2016-2018,3,Female,30-34   ,52.24
2016-2018,3,Female,35-39   ,47.35
2016-2018,3,Female,40-44   ,42.53
2016-2018,3,Female,45-49   ,37.79
2016-2018,3,Female,50-54   ,33.13
2016-2018,3,Female,55-59   ,28.59
2016-2018,3,Female,60-64   ,24.2
2016-2018,3,Female,65-69   ,20.05
2016-2018,3,Female,70-74   ,16.1
2016-2018,3,Female,75-79   ,12.47
2016-2018,3,Female,80-84   ,9.29
2016-2018,3,Female,85-89   ,6.64
2016-2018,3,Female,90+     ,4.6
2016-2018,4,Male,<1      ,78.81
2016-2018,4,Male,1-4,78.15
2016-2018,4,Male,5-9,74.21
2016-2018,4,Male,10-14,69.25
2016-2018,4,Male,15-19   ,64.28
2016-2018,4,Male,20-24   ,59.37
2016-2018,4,Male,25-29   ,54.48
2016-2018,4,Male,30-34   ,49.63
2016-2018,4,Male,35-39   ,44.8
2016-2018,4,Male,40-44   ,40.04
2016-2018,4,Male,45-49   ,35.39
2016-2018,4,Male,50-54   ,30.85
2016-2018,4,Male,55-59   ,26.42
2016-2018,4,Male,60-64   ,22.19
2016-2018,4,Male,65-69   ,18.22
2016-2018,4,Male,70-74   ,14.54
2016-2018,4,Male,75-79   ,11.15
2016-2018,4,Male,80-84   ,8.26
2016-2018,4,Male,85-89   ,5.9
2016-2018,4,Male,90+     ,4.26
2016-2018,4,Female,<1      ,82.44
2016-2018,4,Female,1-4,81.76
2016-2018,4,Female,5-9,77.8
2016-2018,4,Female,10-14,72.83
2016-2018,4,Female,15-19   ,67.85
2016-2018,4,Female,20-24   ,62.91
2016-2018,4,Female,25-29   ,57.97
2016-2018,4,Female,30-34   ,53.03
2016-2018,4,Female,35-39   ,48.14
2016-2018,4,Female,40-44   ,43.29
2016-2018,4,Female,45-49   ,38.51
2016-2018,4,Female,50-54   ,33.84
2016-2018,4,Female,55-59   ,29.27
2016-2018,4,Female,60-64   ,24.83
2016-2018,4,Female,65-69   ,20.58
2016-2018,4,Female,70-74   ,16.57
2016-2018,4,Female,75-79   ,12.81
2016-2018,4,Female,80-84   ,9.51
2016-2018,4,Female,85-89   ,6.69
2016-2018,4,Female,90+     ,4.58
2016-2018,5,Male,<1      ,79.86
2016-2018,5,Male,1-4,79.15
2016-2018,5,Male,5-9,75.19
2016-2018,5,Male,10-14,70.21
2016-2018,5,Male,15-19   ,65.25
2016-2018,5,Male,20-24   ,60.34
2016-2018,5,Male,25-29   ,55.47
2016-2018,5,Male,30-34   ,50.61
2016-2018,5,Male,35-39   ,45.79
2016-2018,5,Male,40-44   ,41.01
2016-2018,5,Male,45-49   ,36.32
2016-2018,5,Male,50-54   ,31.73
2016-2018,5,Male,55-59   ,27.25
2016-2018,5,Male,60-64   ,22.94
2016-2018,5,Male,65-69   ,18.84
2016-2018,5,Male,70-74   ,15.03
2016-2018,5,Male,75-79   ,11.52
2016-2018,5,Male,80-84   ,8.48
2016-2018,5,Male,85-89   ,5.96
2016-2018,5,Male,90+     ,4.16
2016-2018,5,Female,<1      ,83.35
2016-2018,5,Female,1-4,82.62
2016-2018,5,Female,5-9,78.66
2016-2018,5,Female,10-14,73.67
2016-2018,5,Female,15-19   ,68.7
2016-2018,5,Female,20-24   ,63.75
2016-2018,5,Female,25-29   ,58.81
2016-2018,5,Female,30-34   ,53.89
2016-2018,5,Female,35-39   ,48.99
2016-2018,5,Female,40-44   ,44.13
2016-2018,5,Female,45-49   ,39.34
2016-2018,5,Female,50-54   ,34.63
2016-2018,5,Female,55-59   ,30.01
2016-2018,5,Female,60-64   ,25.51
2016-2018,5,Female,65-69   ,21.19
2016-2018,5,Female,70-74   ,17.07
2016-2018,5,Female,75-79   ,13.21
2016-2018,5,Female,80-84   ,9.77
2016-2018,5,Female,85-89   ,6.85
2016-2018,5,Female,90+     ,4.65
2016-2018,6,Male,<1      ,80.63
2016-2018,6,Male,1-4,79.89
2016-2018,6,Male,5-9,75.91
2016-2018,6,Male,10-14,70.94
2016-2018,6,Male,15-19   ,65.97
2016-2018,6,Male,20-24   ,61.06
2016-2018,6,Male,25-29   ,56.19
2016-2018,6,Male,30-34   ,51.32
2016-2018,6,Male,35-39   ,46.48
2016-2018,6,Male,40-44   ,41.67
2016-2018,6,Male,45-49   ,36.93
2016-2018,6,Male,50-54   ,32.3
2016-2018,6,Male,55-59   ,27.77
2016-2018,6,Male,60-64   ,23.36
2016-2018,6,Male,65-69   ,19.21
2016-2018,6,Male,70-74   ,15.29
2016-2018,6,Male,75-79   ,11.69
2016-2018,6,Male,80-84   ,8.57
2016-2018,6,Male,85-89   ,6.04
2016-2018,6,Male,90+     ,4.19
2016-2018,6,Female,<1      ,83.89
2016-2018,6,Female,1-4,83.16
2016-2018,6,Female,5-9,79.19
2016-2018,6,Female,10-14,74.22
2016-2018,6,Female,15-19   ,69.24
2016-2018,6,Female,20-24   ,64.29
2016-2018,6,Female,25-29   ,59.35
2016-2018,6,Female,30-34   ,54.41
2016-2018,6,Female,35-39   ,49.5
2016-2018,6,Female,40-44   ,44.62
2016-2018,6,Female,45-49   ,39.82
2016-2018,6,Female,50-54   ,35.08
2016-2018,6,Female,55-59   ,30.43
2016-2018,6,Female,60-64   ,25.9
2016-2018,6,Female,65-69   ,21.49
2016-2018,6,Female,70-74   ,17.32
2016-2018,6,Female,75-79   ,13.38
2016-2018,6,Female,80-84   ,9.87
2016-2018,6,Female,85-89   ,6.88
2016-2018,6,Female,90+     ,4.66
2016-2018,7,Male,<1      ,81.12
2016-2018,7,Male,1-4,80.43
2016-2018,7,Male,5-9,76.46
2016-2018,7,Male,10-14,71.48
2016-2018,7,Male,15-19   ,66.5
2016-2018,7,Male,20-24   ,61.6
2016-2018,7,Male,25-29   ,56.71
2016-2018,7,Male,30-34   ,51.84
2016-2018,7,Male,35-39   ,46.98
2016-2018,7,Male,40-44   ,42.18
2016-2018,7,Male,45-49   ,37.42
2016-2018,7,Male,50-54   ,32.77
2016-2018,7,Male,55-59   ,28.16
2016-2018,7,Male,60-64   ,23.73
2016-2018,7,Male,65-69   ,19.51
2016-2018,7,Male,70-74   ,15.55
2016-2018,7,Male,75-79   ,11.9
2016-2018,7,Male,80-84   ,8.73
2016-2018,7,Male,85-89   ,6.11
2016-2018,7,Male,90+     ,4.22
2016-2018,7,Female,<1      ,84.33
2016-2018,7,Female,1-4,83.55
2016-2018,7,Female,5-9,79.57
2016-2018,7,Female,10-14,74.6
2016-2018,7,Female,15-19   ,69.62
2016-2018,7,Female,20-24   ,64.66
2016-2018,7,Female,25-29   ,59.72
2016-2018,7,Female,30-34   ,54.79
2016-2018,7,Female,35-39   ,49.89
2016-2018,7,Female,40-44   ,45.01
2016-2018,7,Female,45-49   ,40.17
2016-2018,7,Female,50-54   ,35.4
2016-2018,7,Female,55-59   ,30.74
2016-2018,7,Female,60-64   ,26.17
2016-2018,7,Female,65-69   ,21.75
2016-2018,7,Female,70-74   ,17.52
2016-2018,7,Female,75-79   ,13.55
2016-2018,7,Female,80-84   ,9.97
2016-2018,7,Female,85-89   ,6.96
2016-2018,7,Female,90+     ,4.72
2016-2018,8,Male,<1      ,81.75
2016-2018,8,Male,1-4,81
2016-2018,8,Male,5-9,77.04
2016-2018,8,Male,10-14,72.06
2016-2018,8,Male,15-19   ,67.09
2016-2018,8,Male,20-24   ,62.18
2016-2018,8,Male,25-29   ,57.33
2016-2018,8,Male,30-34   ,52.45
2016-2018,8,Male,35-39   ,47.57
2016-2018,8,Male,40-44   ,42.74
2016-2018,8,Male,45-49   ,37.96
2016-2018,8,Male,50-54   ,33.26
2016-2018,8,Male,55-59   ,28.66
2016-2018,8,Male,60-64   ,24.18
2016-2018,8,Male,65-69   ,19.89
2016-2018,8,Male,70-74   ,15.87
2016-2018,8,Male,75-79   ,12.15
2016-2018,8,Male,80-84   ,8.94
2016-2018,8,Male,85-89   ,6.28
2016-2018,8,Male,90+     ,4.34
2016-2018,8,Female,<1      ,84.82
2016-2018,8,Female,1-4,84.02
2016-2018,8,Female,5-9,80.06
2016-2018,8,Female,10-14,75.08
2016-2018,8,Female,15-19   ,70.1
2016-2018,8,Female,20-24   ,65.14
2016-2018,8,Female,25-29   ,60.19
2016-2018,8,Female,30-34   ,55.27
2016-2018,8,Female,35-39   ,50.36
2016-2018,8,Female,40-44   ,45.48
2016-2018,8,Female,45-49   ,40.62
2016-2018,8,Female,50-54   ,35.84
2016-2018,8,Female,55-59   ,31.14
2016-2018,8,Female,60-64   ,26.56
2016-2018,8,Female,65-69   ,22.11
2016-2018,8,Female,70-74   ,17.84
2016-2018,8,Female,75-79   ,13.8
2016-2018,8,Female,80-84   ,10.19
2016-2018,8,Female,85-89   ,7.12
2016-2018,8,Female,90+     ,4.83
2016-2018,9,Male,<1      ,82.31
2016-2018,9,Male,1-4,81.57
2016-2018,9,Male,5-9,77.61
2016-2018,9,Male,10-14,72.63
2016-2018,9,Male,15-19   ,67.65
2016-2018,9,Male,20-24   ,62.73
2016-2018,9,Male,25-29   ,57.86
2016-2018,9,Male,30-34   ,52.98
2016-2018,9,Male,35-39   ,48.11
2016-2018,9,Male,40-44   ,43.26
2016-2018,9,Male,45-49   ,38.46
2016-2018,9,Male,50-54   ,33.72
2016-2018,9,Male,55-59   ,29.07
2016-2018,9,Male,60-64   ,24.54
2016-2018,9,Male,65-69   ,20.24
2016-2018,9,Male,70-74   ,16.17
2016-2018,9,Male,75-79   ,12.39
2016-2018,9,Male,80-84   ,9.08
2016-2018,9,Male,85-89   ,6.34
2016-2018,9,Male,90+     ,4.41
2016-2018,9,Female,<1      ,85.25
2016-2018,9,Female,1-4,84.47
2016-2018,9,Female,5-9,80.5
2016-2018,9,Female,10-14,75.52
2016-2018,9,Female,15-19   ,70.54
2016-2018,9,Female,20-24   ,65.6
2016-2018,9,Female,25-29   ,60.66
2016-2018,9,Female,30-34   ,55.72
2016-2018,9,Female,35-39   ,50.81
2016-2018,9,Female,40-44   ,45.92
2016-2018,9,Female,45-49   ,41.07
2016-2018,9,Female,50-54   ,36.28
2016-2018,9,Female,55-59   ,31.57
2016-2018,9,Female,60-64   ,26.94
2016-2018,9,Female,65-69   ,22.46
2016-2018,9,Female,70-74   ,18.14
2016-2018,9,Female,75-79   ,14.06
2016-2018,9,Female,80-84   ,10.38
2016-2018,9,Female,85-89   ,7.26
2016-2018,9,Female,90+     ,4.96
2016-2018,10,Male,<1      ,83.42
2016-2018,10,Male,1-4,82.66
2016-2018,10,Male,5-9,78.68
2016-2018,10,Male,10-14,73.7
2016-2018,10,Male,15-19   ,68.73
2016-2018,10,Male,20-24   ,63.81
2016-2018,10,Male,25-29   ,58.92
2016-2018,10,Male,30-34   ,54.05
2016-2018,10,Male,35-39   ,49.18
2016-2018,10,Male,40-44   ,44.31
2016-2018,10,Male,45-49   ,39.47
2016-2018,10,Male,50-54   ,34.68
2016-2018,10,Male,55-59   ,29.98
2016-2018,10,Male,60-64   ,25.4
2016-2018,10,Male,65-69   ,21.02
2016-2018,10,Male,70-74   ,16.86
2016-2018,10,Male,75-79   ,12.98
2016-2018,10,Male,80-84   ,9.6
2016-2018,10,Male,85-89   ,6.76
2016-2018,10,Male,90+     ,4.72
2016-2018,10,Female,<1      ,86.29
2016-2018,10,Female,1-4,85.49
2016-2018,10,Female,5-9,81.52
2016-2018,10,Female,10-14,76.54
2016-2018,10,Female,15-19   ,71.56
2016-2018,10,Female,20-24   ,66.6
2016-2018,10,Female,25-29   ,61.65
2016-2018,10,Female,30-34   ,56.72
2016-2018,10,Female,35-39   ,51.79
2016-2018,10,Female,40-44   ,46.89
2016-2018,10,Female,45-49   ,42.03
2016-2018,10,Female,50-54   ,37.2
2016-2018,10,Female,55-59   ,32.45
2016-2018,10,Female,60-64   ,27.81
2016-2018,10,Female,65-69   ,23.28
2016-2018,10,Female,70-74   ,18.9
2016-2018,10,Female,75-79   ,14.73
2016-2018,10,Female,80-84   ,10.95
2016-2018,10,Female,85-89   ,7.74
2016-2018,10,Female,90+     ,5.35
2017-2019,1,Male,<1      ,74.08
2017-2019,1,Male,1-4,73.55
2017-2019,1,Male,5-9,69.62
2017-2019,1,Male,10-14,64.65
2017-2019,1,Male,15-19   ,59.7
2017-2019,1,Male,20-24   ,54.81
2017-2019,1,Male,25-29   ,50
2017-2019,1,Male,30-34   ,45.22
2017-2019,1,Male,35-39   ,40.53
2017-2019,1,Male,40-44   ,35.96
2017-2019,1,Male,45-49   ,31.56
2017-2019,1,Male,50-54   ,27.36
2017-2019,1,Male,55-59   ,23.33
2017-2019,1,Male,60-64   ,19.48
2017-2019,1,Male,65-69   ,15.94
2017-2019,1,Male,70-74   ,12.74
2017-2019,1,Male,75-79   ,9.91
2017-2019,1,Male,80-84   ,7.51
2017-2019,1,Male,85-89   ,5.57
2017-2019,1,Male,90+     ,4.16
2017-2019,1,Female,<1      ,78.72
2017-2019,1,Female,1-4,78.13
2017-2019,1,Female,5-9,74.19
2017-2019,1,Female,10-14,69.22
2017-2019,1,Female,15-19   ,64.25
2017-2019,1,Female,20-24   ,59.32
2017-2019,1,Female,25-29   ,54.38
2017-2019,1,Female,30-34   ,49.49
2017-2019,1,Female,35-39   ,44.65
2017-2019,1,Female,40-44   ,39.91
2017-2019,1,Female,45-49   ,35.29
2017-2019,1,Female,50-54   ,30.79
2017-2019,1,Female,55-59   ,26.43
2017-2019,1,Female,60-64   ,22.27
2017-2019,1,Female,65-69   ,18.38
2017-2019,1,Female,70-74   ,14.79
2017-2019,1,Female,75-79   ,11.54
2017-2019,1,Female,80-84   ,8.72
2017-2019,1,Female,85-89   ,6.3
2017-2019,1,Female,90+     ,4.43
2017-2019,2,Male,<1      ,76.28
2017-2019,2,Male,1-4,75.67
2017-2019,2,Male,5-9,71.72
2017-2019,2,Male,10-14,66.76
2017-2019,2,Male,15-19   ,61.79
2017-2019,2,Male,20-24   ,56.9
2017-2019,2,Male,25-29   ,52.07
2017-2019,2,Male,30-34   ,47.26
2017-2019,2,Male,35-39   ,42.48
2017-2019,2,Male,40-44   ,37.82
2017-2019,2,Male,45-49   ,33.26
2017-2019,2,Male,50-54   ,28.86
2017-2019,2,Male,55-59   ,24.63
2017-2019,2,Male,60-64   ,20.6
2017-2019,2,Male,65-69   ,16.85
2017-2019,2,Male,70-74   ,13.45
2017-2019,2,Male,75-79   ,10.39
2017-2019,2,Male,80-84   ,7.75
2017-2019,2,Male,85-89   ,5.6
2017-2019,2,Male,90+     ,4.07
2017-2019,2,Female,<1      ,80.58
2017-2019,2,Female,1-4,79.92
2017-2019,2,Female,5-9,75.97
2017-2019,2,Female,10-14,71
2017-2019,2,Female,15-19   ,66.04
2017-2019,2,Female,20-24   ,61.09
2017-2019,2,Female,25-29   ,56.16
2017-2019,2,Female,30-34   ,51.23
2017-2019,2,Female,35-39   ,46.34
2017-2019,2,Female,40-44   ,41.54
2017-2019,2,Female,45-49   ,36.82
2017-2019,2,Female,50-54   ,32.22
2017-2019,2,Female,55-59   ,27.72
2017-2019,2,Female,60-64   ,23.39
2017-2019,2,Female,65-69   ,19.29
2017-2019,2,Female,70-74   ,15.46
2017-2019,2,Female,75-79   ,11.95
2017-2019,2,Female,80-84   ,8.91
2017-2019,2,Female,85-89   ,6.35
2017-2019,2,Female,90+     ,4.42
2017-2019,3,Male,<1      ,77.8
2017-2019,3,Male,1-4,77.16
2017-2019,3,Male,5-9,73.21
2017-2019,3,Male,10-14,68.23
2017-2019,3,Male,15-19   ,63.27
2017-2019,3,Male,20-24   ,58.37
2017-2019,3,Male,25-29   ,53.5
2017-2019,3,Male,30-34   ,48.65
2017-2019,3,Male,35-39   ,43.85
2017-2019,3,Male,40-44   ,39.1
2017-2019,3,Male,45-49   ,34.46
2017-2019,3,Male,50-54   ,29.98
2017-2019,3,Male,55-59   ,25.65
2017-2019,3,Male,60-64   ,21.49
2017-2019,3,Male,65-69   ,17.6
2017-2019,3,Male,70-74   ,14.05
2017-2019,3,Male,75-79   ,10.79
2017-2019,3,Male,80-84   ,7.99
2017-2019,3,Male,85-89   ,5.75
2017-2019,3,Male,90+     ,4.17
2017-2019,3,Female,<1      ,81.83
2017-2019,3,Female,1-4,81.13
2017-2019,3,Female,5-9,77.17
2017-2019,3,Female,10-14,72.19
2017-2019,3,Female,15-19   ,67.22
2017-2019,3,Female,20-24   ,62.27
2017-2019,3,Female,25-29   ,57.33
2017-2019,3,Female,30-34   ,52.4
2017-2019,3,Female,35-39   ,47.51
2017-2019,3,Female,40-44   ,42.69
2017-2019,3,Female,45-49   ,37.94
2017-2019,3,Female,50-54   ,33.29
2017-2019,3,Female,55-59   ,28.75
2017-2019,3,Female,60-64   ,24.33
2017-2019,3,Female,65-69   ,20.17
2017-2019,3,Female,70-74   ,16.21
2017-2019,3,Female,75-79   ,12.57
2017-2019,3,Female,80-84   ,9.35
2017-2019,3,Female,85-89   ,6.67
2017-2019,3,Female,90+     ,4.64
2017-2019,4,Male,<1      ,78.94
2017-2019,4,Male,1-4,78.29
2017-2019,4,Male,5-9,74.33
2017-2019,4,Male,10-14,69.36
2017-2019,4,Male,15-19   ,64.4
2017-2019,4,Male,20-24   ,59.49
2017-2019,4,Male,25-29   ,54.6
2017-2019,4,Male,30-34   ,49.74
2017-2019,4,Male,35-39   ,44.92
2017-2019,4,Male,40-44   ,40.15
2017-2019,4,Male,45-49   ,35.5
2017-2019,4,Male,50-54   ,30.96
2017-2019,4,Male,55-59   ,26.53
2017-2019,4,Male,60-64   ,22.29
2017-2019,4,Male,65-69   ,18.3
2017-2019,4,Male,70-74   ,14.62
2017-2019,4,Male,75-79   ,11.22
2017-2019,4,Male,80-84   ,8.32
2017-2019,4,Male,85-89   ,5.97
2017-2019,4,Male,90+     ,4.31
2017-2019,4,Female,<1      ,82.58
2017-2019,4,Female,1-4,81.9
2017-2019,4,Female,5-9,77.94
2017-2019,4,Female,10-14,72.97
2017-2019,4,Female,15-19   ,67.99
2017-2019,4,Female,20-24   ,63.06
2017-2019,4,Female,25-29   ,58.12
2017-2019,4,Female,30-34   ,53.19
2017-2019,4,Female,35-39   ,48.3
2017-2019,4,Female,40-44   ,43.45
2017-2019,4,Female,45-49   ,38.67
2017-2019,4,Female,50-54   ,34.01
2017-2019,4,Female,55-59   ,29.43
2017-2019,4,Female,60-64   ,24.98
2017-2019,4,Female,65-69   ,20.72
2017-2019,4,Female,70-74   ,16.68
2017-2019,4,Female,75-79   ,12.91
2017-2019,4,Female,80-84   ,9.6
2017-2019,4,Female,85-89   ,6.77
2017-2019,4,Female,90+     ,4.61
2017-2019,5,Male,<1      ,80
2017-2019,5,Male,1-4,79.3
2017-2019,5,Male,5-9,75.34
2017-2019,5,Male,10-14,70.37
2017-2019,5,Male,15-19   ,65.4
2017-2019,5,Male,20-24   ,60.49
2017-2019,5,Male,25-29   ,55.62
2017-2019,5,Male,30-34   ,50.76
2017-2019,5,Male,35-39   ,45.93
2017-2019,5,Male,40-44   ,41.16
2017-2019,5,Male,45-49   ,36.45
2017-2019,5,Male,50-54   ,31.86
2017-2019,5,Male,55-59   ,27.39
2017-2019,5,Male,60-64   ,23.09
2017-2019,5,Male,65-69   ,18.96
2017-2019,5,Male,70-74   ,15.16
2017-2019,5,Male,75-79   ,11.63
2017-2019,5,Male,80-84   ,8.55
2017-2019,5,Male,85-89   ,6.01
2017-2019,5,Male,90+     ,4.22
2017-2019,5,Female,<1      ,83.46
2017-2019,5,Female,1-4,82.72
2017-2019,5,Female,5-9,78.76
2017-2019,5,Female,10-14,73.78
2017-2019,5,Female,15-19   ,68.81
2017-2019,5,Female,20-24   ,63.86
2017-2019,5,Female,25-29   ,58.93
2017-2019,5,Female,30-34   ,54.01
2017-2019,5,Female,35-39   ,49.11
2017-2019,5,Female,40-44   ,44.25
2017-2019,5,Female,45-49   ,39.45
2017-2019,5,Female,50-54   ,34.75
2017-2019,5,Female,55-59   ,30.13
2017-2019,5,Female,60-64   ,25.62
2017-2019,5,Female,65-69   ,21.31
2017-2019,5,Female,70-74   ,17.18
2017-2019,5,Female,75-79   ,13.29
2017-2019,5,Female,80-84   ,9.84
2017-2019,5,Female,85-89   ,6.91
2017-2019,5,Female,90+     ,4.7
2017-2019,6,Male,<1      ,80.75
2017-2019,6,Male,1-4,80.03
2017-2019,6,Male,5-9,76.07
2017-2019,6,Male,10-14,71.09
2017-2019,6,Male,15-19   ,66.13
2017-2019,6,Male,20-24   ,61.21
2017-2019,6,Male,25-29   ,56.35
2017-2019,6,Male,30-34   ,51.48
2017-2019,6,Male,35-39   ,46.63
2017-2019,6,Male,40-44   ,41.83
2017-2019,6,Male,45-49   ,37.08
2017-2019,6,Male,50-54   ,32.46
2017-2019,6,Male,55-59   ,27.92
2017-2019,6,Male,60-64   ,23.51
2017-2019,6,Male,65-69   ,19.35
2017-2019,6,Male,70-74   ,15.44
2017-2019,6,Male,75-79   ,11.83
2017-2019,6,Male,80-84   ,8.68
2017-2019,6,Male,85-89   ,6.12
2017-2019,6,Male,90+     ,4.25
2017-2019,6,Female,<1      ,84.03
2017-2019,6,Female,1-4,83.31
2017-2019,6,Female,5-9,79.35
2017-2019,6,Female,10-14,74.39
2017-2019,6,Female,15-19   ,69.41
2017-2019,6,Female,20-24   ,64.46
2017-2019,6,Female,25-29   ,59.51
2017-2019,6,Female,30-34   ,54.56
2017-2019,6,Female,35-39   ,49.66
2017-2019,6,Female,40-44   ,44.78
2017-2019,6,Female,45-49   ,39.98
2017-2019,6,Female,50-54   ,35.24
2017-2019,6,Female,55-59   ,30.59
2017-2019,6,Female,60-64   ,26.04
2017-2019,6,Female,65-69   ,21.63
2017-2019,6,Female,70-74   ,17.45
2017-2019,6,Female,75-79   ,13.5
2017-2019,6,Female,80-84   ,9.97
2017-2019,6,Female,85-89   ,7
2017-2019,6,Female,90+     ,4.76
2017-2019,7,Male,<1      ,81.29
2017-2019,7,Male,1-4,80.58
2017-2019,7,Male,5-9,76.6
2017-2019,7,Male,10-14,71.62
2017-2019,7,Male,15-19   ,66.65
2017-2019,7,Male,20-24   ,61.73
2017-2019,7,Male,25-29   ,56.86
2017-2019,7,Male,30-34   ,51.99
2017-2019,7,Male,35-39   ,47.13
2017-2019,7,Male,40-44   ,42.31
2017-2019,7,Male,45-49   ,37.55
2017-2019,7,Male,50-54   ,32.89
2017-2019,7,Male,55-59   ,28.31
2017-2019,7,Male,60-64   ,23.88
2017-2019,7,Male,65-69   ,19.65
2017-2019,7,Male,70-74   ,15.67
2017-2019,7,Male,75-79   ,12.01
2017-2019,7,Male,80-84   ,8.81
2017-2019,7,Male,85-89   ,6.16
2017-2019,7,Male,90+     ,4.23
2017-2019,7,Female,<1      ,84.56
2017-2019,7,Female,1-4,83.78
2017-2019,7,Female,5-9,79.81
2017-2019,7,Female,10-14,74.83
2017-2019,7,Female,15-19   ,69.86
2017-2019,7,Female,20-24   ,64.89
2017-2019,7,Female,25-29   ,59.96
2017-2019,7,Female,30-34   ,55.03
2017-2019,7,Female,35-39   ,50.13
2017-2019,7,Female,40-44   ,45.25
2017-2019,7,Female,45-49   ,40.39
2017-2019,7,Female,50-54   ,35.63
2017-2019,7,Female,55-59   ,30.96
2017-2019,7,Female,60-64   ,26.38
2017-2019,7,Female,65-69   ,21.94
2017-2019,7,Female,70-74   ,17.68
2017-2019,7,Female,75-79   ,13.67
2017-2019,7,Female,80-84   ,10.05
2017-2019,7,Female,85-89   ,7.04
2017-2019,7,Female,90+     ,4.76
2017-2019,8,Male,<1      ,81.87
2017-2019,8,Male,1-4,81.12
2017-2019,8,Male,5-9,77.16
2017-2019,8,Male,10-14,72.18
2017-2019,8,Male,15-19   ,67.21
2017-2019,8,Male,20-24   ,62.29
2017-2019,8,Male,25-29   ,57.44
2017-2019,8,Male,30-34   ,52.56
2017-2019,8,Male,35-39   ,47.68
2017-2019,8,Male,40-44   ,42.85
2017-2019,8,Male,45-49   ,38.07
2017-2019,8,Male,50-54   ,33.37
2017-2019,8,Male,55-59   ,28.77
2017-2019,8,Male,60-64   ,24.3
2017-2019,8,Male,65-69   ,20.01
2017-2019,8,Male,70-74   ,16.01
2017-2019,8,Male,75-79   ,12.26
2017-2019,8,Male,80-84   ,9.04
2017-2019,8,Male,85-89   ,6.35
2017-2019,8,Male,90+     ,4.39
2017-2019,8,Female,<1      ,84.95
2017-2019,8,Female,1-4,84.15
2017-2019,8,Female,5-9,80.18
2017-2019,8,Female,10-14,75.2
2017-2019,8,Female,15-19   ,70.22
2017-2019,8,Female,20-24   ,65.27
2017-2019,8,Female,25-29   ,60.32
2017-2019,8,Female,30-34   ,55.4
2017-2019,8,Female,35-39   ,50.49
2017-2019,8,Female,40-44   ,45.61
